mohallah_name,village_name,union_council_name,tehsil_name,district_name
Rahim abad Bala,Rahim abad,Rahim abad,Danyore,Gilgit
Rahim abad Pain,Rahim abad,Rahim abad,Danyore,Gilgit
Guru bazar ,Rahim abad,Rahim abad,Danyore,Gilgit
Juglote bala,Rahim abad,Rahim abad,Danyore,Gilgit
juglote guru,Rahim abad,Rahim abad,Danyore,Gilgit
Hasnain abad muhallah jutal,Jutal,Rahim abad,Danyore,Gilgit
Manzar abad jutal,Jutal,Rahim abad,Danyore,Gilgit
Kot muhallah jutal,Jutal,Rahim abad,Danyore,Gilgit
Astori muhallah jutal,Jutal,Rahim abad,Danyore,Gilgit
Mehdi abad jutal,Jutal,Rahim abad,Danyore,Gilgit
Jugote colony jutal,Jutal,Rahim abad,Danyore,Gilgit
Sadiq abad jutal,Jutal,Rahim abad,Danyore,Gilgit
Mujahid abad jutal,Jutal,Rahim abad,Danyore,Gilgit
Jafar Abad,Jutal,Rahim abad,Danyore,Gilgit
Tak Mohallah jutal,Jutal,Rahim abad,Danyore,Gilgit
Shangote ,Danyore,Danyore,Danyore,Gilgit
Amphary Danyore,Danyore,Danyore,Danyore,Gilgit
Skarkoi danyore,Danyore,Danyore,Danyore,Gilgit
Chasma chowk danyore,Danyore,Danyore,Danyore,Gilgit
Baig market danyore,Danyore,Danyore,Danyore,Gilgit
Sharote danyore,Danyore,Danyore,Danyore,Gilgit
Machukal danyore,Danyore,Danyore,Danyore,Gilgit
Astori muhallah danyore,Danyore,Danyore,Danyore,Gilgit
Chandni chowk danyore,Danyore,Danyore,Danyore,Gilgit
Syed abad danyore,Danyore,Danyore,Danyore,Gilgit
Akhoni muhallah danyore,Danyore,Danyore,Danyore,Gilgit
New hussain abad danyore,Danyore,Danyore,Danyore,Gilgit
Mehdi abad danyore,Danyore,Danyore,Danyore,Gilgit
Shangote Danyore,Danyore,Danyore,Danyore,Gilgit
Shabiki het danyore,Danyore,Danyore,Danyore,Gilgit
Chikiskot danyore,Danyore,Danyore,Danyore,Gilgit
School area danyore,Danyore,Danyore,Danyore,Gilgit
Qasim abad khari danyore,Danyore,Danyore,Danyore,Gilgit
machukal khari danyore,Danyore,Danyore,Danyore,Gilgit
Kaki het danyore,Danyore,Danyore,Danyore,Gilgit
Mayoon ghali danyore,Danyore,Danyore,Danyore,Gilgit
Shiren abad danyore,Danyore,Danyore,Danyore,Gilgit
Prince abad danyore,Danyore,Danyore,Danyore,Gilgit
Ithad chowk  danyore,Danyore,Danyore,Danyore,Gilgit
Chowk Area Danyor,Danyore,Danyore,Danyore,Gilgit
magrote muhallah,Danyore,Danyore,Danyore,Gilgit
Sultanabad Bala,Sultanabad,Danyore,Danyore,Gilgit
Sultan Abad No.1,Sultanabad,Danyore,Danyore,Gilgit
Sultan Abad No.2,Sultanabad,Danyore,Danyore,Gilgit
Sultan Abad No.3,Sultanabad,Danyore,Danyore,Gilgit
Pathan Muhallah Sultan Abad,Sultanabad,Danyore,Danyore,Gilgit
Glo Dass Sultanabad,Sultanabad,Danyore,Danyore,Gilgit
Muhammad abad 1 danyore,Muhammad abad,Danyore,Danyore,Gilgit
Muhammad abad 2 danyore,Muhammad abad,Danyore,Danyore,Gilgit
Muhammad abad 3 danyore,Muhammad abad,Danyore,Danyore,Gilgit
Jagir pati,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Batot oshkindas JK2,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Shamsabad jk7 oshkindas,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Jamat khana1 bazar area ,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Bulchipati,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Prince street jk5,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Pharpu pati ,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Shalay pati,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Tuduki ,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Haider Pura Oshikhandass,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Mehdi Abad Sheli Pati,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
chalkot,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
saqlain pura,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Abbas pura oshikhandas,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Gotom Chira Bagrote,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Gogoi Dass Bagrote,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Rashi Het Bagrote,Oshkhandass,Oshkhandass/Jalalabad,Danyore,Gilgit
Alamdar chowk jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Batokar /thaisot,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Shaikh pora jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Batkur ,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Nursrey area jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Migrate jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Al abbas colony jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Ziauddin chowk jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Saddat muhallah jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Shah khursan jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Kazimiya muhallah jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Sadiq abad jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Hamaran/Bilshar jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Riaz colony jalalabad,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Bagh mohallah,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
haji pura shaikot,Jalalabad,Oshkhandass/Jalalabad,Danyore,Gilgit
Barchi haramosh,Haramosh,Haramosh/Dasso,Danyore,Gilgit
jutiyal haramosh,Haramosh,Haramosh/Dasso,Danyore,Gilgit
Guro haromosh,Haramosh,Haramosh/Dasso,Danyore,Gilgit
Iskay haramosh,Haramosh,Haramosh/Dasso,Danyore,Gilgit
Dasso,Dasso,Haramosh/Dasso,Danyore,Gilgit
Harimar haramosh,Harimar,Haramosh/Dasso,Danyore,Gilgit
Gadalay,Gadalay,Haramosh/Dasso,Danyore,Gilgit
Khaltaro,Khaltaro,Haramosh/Dasso,Danyore,Gilgit
yuchi,yuchi,Haramosh/Dasso,Danyore,Gilgit
Goan,Goan,Haramosh/Dasso,Danyore,Gilgit
ShoteY,ShoteY,Haramosh/Dasso,Danyore,Gilgit
humal,humal,Haramosh/Dasso,Danyore,Gilgit
Sassi,Sassi,Haramosh/Dasso,Danyore,Gilgit
Shatote,Shatote,Haramosh/Dasso,Danyore,Gilgit
Grundr,Grundr,Haramosh/Dasso,Danyore,Gilgit
Hurbn,Hurbn,Haramosh/Dasso,Danyore,Gilgit
Sumali,Sumali,Haramosh/Dasso,Danyore,Gilgit
Mani hurman,Mani hurman,Haramosh/Dasso,Danyore,Gilgit
Buladass,Buladass,Haramosh/Dasso,Danyore,Gilgit
Bul dass,Bul dass,Haramosh/Dasso,Danyore,Gilgit
Hmochr,Hmochr,Haramosh/Dasso,Danyore,Gilgit
Ansar camp,Ansar camp,Haramosh/Dasso,Danyore,Gilgit
Sinakar,Sinakar,Bagrote,Danyore,Gilgit
Datuchi,Datuchi,Bagrote,Danyore,Gilgit
Bulchi,Bulchi,Bagrote,Danyore,Gilgit
Chira,Chira,Bagrote,Danyore,Gilgit
Farfooh,Farfooh,Bagrote,Danyore,Gilgit
Chalkote,Chalkote,Bagrote,Danyore,Gilgit
Hopay ,Hopay ,Bagrote,Danyore,Gilgit
Nalter Bala,Nalter,Nomal ,Gilgit,Gilgit
Nalter Pain,Nalter,Nomal ,Gilgit,Gilgit
Batot Nomal,Nomal,Nomal ,Gilgit,Gilgit
Nomal Guwachi,Nomal,Nomal ,Gilgit,Gilgit
Ispish Nomal,Nomal,Nomal ,Gilgit,Gilgit
Sadar Ud Din Abad,Nomal,Nomal ,Gilgit,Gilgit
Jagote Muhallah / Saadat Colony Nomal,Nomal,Nomal ,Gilgit,Gilgit
Nomal Khari,Nomal,Nomal ,Gilgit,Gilgit
Kamal Abad 1,Nomal,Nomal ,Gilgit,Gilgit
Kamal Abad 2,Nomal,Nomal ,Gilgit,Gilgit
Sigal Muhallah Nomal,Nomal,Nomal ,Gilgit,Gilgit
Ameen Abad Nomal/Ishpish,Nomal,Nomal ,Gilgit,Gilgit
Madina Tul Kareem,Nomal,Nomal ,Gilgit,Gilgit
Momin Abad,Nomal,Nomal ,Gilgit,Gilgit
Majeeni Muhllah Nomal,Nomal,Nomal ,Gilgit,Gilgit
Sajjadia Muhalla Nomal,Nomal,Nomal ,Gilgit,Gilgit
CHILMISH FAIZ ABAD,Nomal,Nomal ,Gilgit,Gilgit
Saadat Colony Nomal,Nomal,Nomal ,Gilgit,Gilgit
hussain abad nomal,Nomal,Nomal ,Gilgit,Gilgit
Shikyote,Shikyote,Shikyote,Gilgit,Gilgit
Sharote,Shartoe,Shikyote,Gilgit,Gilgit
Bargo Bala,Bargo,Shikyote,Gilgit,Gilgit
Bargo Pain,Bargo,Shikyote,Gilgit,Gilgit
Thengi,Bargo,Shikyote,Gilgit,Gilgit
sharote thingi,Bargo,Shikyote,Gilgit,Gilgit
Usman Abad Basin,Basin,Basin,Gilgit,Gilgit
Shoti Basin,Basin,Basin,Gilgit,Gilgit
Akaram Abad Basin,Basin,Basin,Gilgit,Gilgit
Muhammadi Muhallah,Basin,Basin,Gilgit,Gilgit
Masjid Board Shoti,Basin,Basin,Gilgit,Gilgit
Abbas town,Basin,Basin,Gilgit,Gilgit
Patan Muahllah,Basin,Basin,Gilgit,Gilgit
Saeeque Akbar Muhallah,Basin,Basin,Gilgit,Gilgit
Ali Muhallah,Basin,Basin,Gilgit,Gilgit
Narote Napor,Basin,Basin,Gilgit,Gilgit
Gohar Muahllah,Basin,Basin,Gilgit,Gilgit
Abzar Gaffari Muahllah,Basin,Basin,Gilgit,Gilgit
Tarangfi Muhallah,Basin,Basin,Gilgit,Gilgit
Napore Kote,Basin,Basin,Gilgit,Gilgit
Basin Khari,Basin,Basin,Gilgit,Gilgit
Kote Muhallah,Basin,Basin,Gilgit,Gilgit
Yagir Basin,Basin,Basin,Gilgit,Gilgit
Dass Muhallah,Basin,Basin,Gilgit,Gilgit
Showaran,Basin,Basin,Gilgit,Gilgit
Kashmeri Muhall,Basin,Basin,Gilgit,Gilgit
Warzay baseen,Basin,Basin,Gilgit,Gilgit
Hianzel Bala,Basin,Basin,Gilgit,Gilgit
Mian Colony,Basin,Basin,Gilgit,Gilgit
Hainzel Pain,Basin,Basin,Gilgit,Gilgit
Naikoi,Basin,Basin,Gilgit,Gilgit
Kargha,Basin,Basin,Gilgit,Gilgit
Jagir Basin,Basin,Basin,Gilgit,Gilgit
Napora Basin,Munciple Area,Munciple Area,Gilgit,Gilgit
Barmas Bala,Munciple Area,Munciple Area,Gilgit,Gilgit
Barmas Pain,Munciple Area,Munciple Area,Gilgit,Gilgit
Hospital colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Sami Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Ashrarf Abad,Munciple Area,Munciple Area,Gilgit,Gilgit
Fid Dass,Munciple Area,Munciple Area,Gilgit,Gilgit
Dass Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Khur,Munciple Area,Munciple Area,Gilgit,Gilgit
Hussaini Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Nagaral ,Munciple Area,Munciple Area,Gilgit,Gilgit
Nagaral Bala,Munciple Area,Munciple Area,Gilgit,Gilgit
Kulchonot,Munciple Area,Munciple Area,Gilgit,Gilgit
Hiadri Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Nani het,Munciple Area,Munciple Area,Gilgit,Gilgit
Ali Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
New Nagarl,Munciple Area,Munciple Area,Gilgit,Gilgit
VIP colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Gazro Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Naikoi Abbas Pora,Munciple Area,Munciple Area,Gilgit,Gilgit
Naikoi Bala,Munciple Area,Munciple Area,Gilgit,Gilgit
Thopchal Amphari,Munciple Area,Munciple Area,Gilgit,Gilgit
Mukhtar Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Sadat Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Khotum Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Goharabad,Munciple Area,Munciple Area,Gilgit,Gilgit
Chatori Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Zanati Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Iraqi Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Muhallah MeherbanPura Ampheri,Munciple Area,Munciple Area,Gilgit,Gilgit
Khzana road,Munciple Area,Munciple Area,Gilgit,Gilgit
Rest house area,Munciple Area,Munciple Area,Gilgit,Gilgit
Pharphosi Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Lalli Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Kashmeri Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Bicho Chowk,Munciple Area,Munciple Area,Gilgit,Gilgit
Zero Point,Munciple Area,Munciple Area,Gilgit,Gilgit
Cheeti Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Paltani Muhallah Amphari,Munciple Area,Munciple Area,Gilgit,Gilgit
Momni Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Souda Muhallah/rawat pura,Munciple Area,Munciple Area,Gilgit,Gilgit
Patan Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Khan Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Khowjja Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Paltani Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Malik Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Usmania Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Farooqia Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Rumjee Muahallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Muhammadi Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Badi Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Sadeeque Akbar Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Jail Area,Munciple Area,Munciple Area,Gilgit,Gilgit
Haroon Abad Khari,Munciple Area,Munciple Area,Gilgit,Gilgit
Eadi Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Rehmania Muahllah,Munciple Area,Munciple Area,Gilgit,Gilgit
Segali Muahllah,Munciple Area,Munciple Area,Gilgit,Gilgit
Majeeni Muahllah Yadgar,Munciple Area,Munciple Area,Gilgit,Gilgit
Qazi Abad Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Soni kote Bala,Munciple Area,Munciple Area,Gilgit,Gilgit
Soni kote Pain,Munciple Area,Munciple Area,Gilgit,Gilgit
Saidan Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Hassan Jan Muhallah Majeeni,Munciple Area,Munciple Area,Gilgit,Gilgit
Rahim Colony Majeeni,Munciple Area,Munciple Area,Gilgit,Gilgit
Rana Muhallah Majeeni,Munciple Area,Munciple Area,Gilgit,Gilgit
Sajjadia Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Rati Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Baig Muhallah Majeeni,Munciple Area,Munciple Area,Gilgit,Gilgit
Mugal Pora,Munciple Area,Munciple Area,Gilgit,Gilgit
Domiyal Patan Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Haider Pora bala Domyal,Munciple Area,Munciple Area,Gilgit,Gilgit
Haider pora Khodayar colony Domyal,Munciple Area,Munciple Area,Gilgit,Gilgit
Patan Muhallah Domyal,Munciple Area,Munciple Area,Gilgit,Gilgit
Sakarkoi Bala,Munciple Area,Munciple Area,Gilgit,Gilgit
Sakarkoi Pain,Munciple Area,Munciple Area,Gilgit,Gilgit
Skarkoi Dass Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Konodass Govt colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Markaz Colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Muslim Colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Haji Abad ,Munciple Area,Munciple Area,Gilgit,Gilgit
Astori Colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Shamogar colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Mujahid colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Nagar colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Kiu colony ,Munciple Area,Munciple Area,Gilgit,Gilgit
KIU Khari,Munciple Area,Munciple Area,Gilgit,Gilgit
Sarwar Khari,Munciple Area,Munciple Area,Gilgit,Gilgit
Chilmish dass,Munciple Area,Munciple Area,Gilgit,Gilgit
Al Saba Chwok,Munciple Area,Munciple Area,Gilgit,Gilgit
ISI Chawk,Munciple Area,Munciple Area,Gilgit,Gilgit
Khomer Near DC Office,Munciple Area,Munciple Area,Gilgit,Gilgit
Yarkote,Munciple Area,Munciple Area,Gilgit,Gilgit
Damot Pain,Munciple Area,Munciple Area,Gilgit,Gilgit
CMH area,Munciple Area,Munciple Area,Gilgit,Gilgit
Gishot Khomer,Munciple Area,Munciple Area,Gilgit,Gilgit
Musa Markeen,Munciple Area,Munciple Area,Gilgit,Gilgit
Thapot Khomer,Munciple Area,Munciple Area,Gilgit,Gilgit
Pasban Colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Qazal Bash Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Zulfiqar Abad ali colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Gojal colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Mir House,Munciple Area,Munciple Area,Gilgit,Gilgit
Dartoe colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Karim Sher House,Munciple Area,Munciple Area,Gilgit,Gilgit
Imamia colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Ameen Abad,Munciple Area,Munciple Area,Gilgit,Gilgit
Prince Abad,Munciple Area,Munciple Area,Gilgit,Gilgit
DIG House,Munciple Area,Munciple Area,Gilgit,Gilgit
Ayub colony Nadra Office,Munciple Area,Munciple Area,Gilgit,Gilgit
Jamat Khan Jutial,Munciple Area,Munciple Area,Gilgit,Gilgit
Zulfiqar Abad,Munciple Area,Munciple Area,Gilgit,Gilgit
Prince twon,Munciple Area,Munciple Area,Gilgit,Gilgit
Radio Pakistan,Munciple Area,Munciple Area,Gilgit,Gilgit
Snwo Leports,Munciple Area,Munciple Area,Gilgit,Gilgit
Cheed Chwok,Munciple Area,Munciple Area,Gilgit,Gilgit
DJ School,Munciple Area,Munciple Area,Gilgit,Gilgit
Daimer Colony Bala,Munciple Area,Munciple Area,Gilgit,Gilgit
Settlite twon,Munciple Area,Munciple Area,Gilgit,Gilgit
Hussain Abad colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Kote Haidri Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Sareena Chowk,Munciple Area,Munciple Area,Gilgit,Gilgit
Sectriate colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Yaseen colony,Munciple Area,Munciple Area,Gilgit,Gilgit
wahdat colony,Munciple Area,Munciple Area,Gilgit,Gilgit
muhammad Gayas wahdat colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Defence Colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Public Chowk,Munciple Area,Munciple Area,Gilgit,Gilgit
Jutial Pain,Munciple Area,Munciple Area,Gilgit,Gilgit
Noor Colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Astore Muahllah ,Munciple Area,Munciple Area,Gilgit,Gilgit
Bus Stand,Munciple Area,Munciple Area,Gilgit,Gilgit
Nawazsharif colony,Munciple Area,Munciple Area,Gilgit,Gilgit
FC colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Noor Abad Colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Natco colony,Munciple Area,Munciple Area,Gilgit,Gilgit
Raja Bazar Gilgit,Munciple Area,Munciple Area,Gilgit,Gilgit
Puniual Road Gilgit,Munciple Area,Munciple Area,Gilgit,Gilgit
Pull Road Gilgit,Munciple Area,Munciple Area,Gilgit,Gilgit
Kalima Chowk Kashrote,Munciple Area,Munciple Area,Gilgit,Gilgit
Mir Market Kashrote,Munciple Area,Munciple Area,Gilgit,Gilgit
Yadgar Chowk Gilgit,Munciple Area,Munciple Area,Gilgit,Gilgit
Kashrote Faroqia,Munciple Area,Munciple Area,Gilgit,Gilgit
Near Sir Syed Public School Kashrote,Munciple Area,Munciple Area,Gilgit,Gilgit
Near Jail Road Kashrote,Munciple Area,Munciple Area,Gilgit,Gilgit
Sodah Muhallah Kashrote,Munciple Area,Munciple Area,Gilgit,Gilgit
Pathan Muhallah Kashrote,Munciple Area,Munciple Area,Gilgit,Gilgit
Paltani Muhallah Kashrote,Munciple Area,Munciple Area,Gilgit,Gilgit
Malki Het Kashrote,Munciple Area,Munciple Area,Gilgit,Gilgit
Wali Market Kashrot,Munciple Area,Munciple Area,Gilgit,Gilgit
OLD Polo Ground Area,Munciple Area,Munciple Area,Gilgit,Gilgit
Old Juglote Addah Area,Munciple Area,Munciple Area,Gilgit,Gilgit
Aga Majeeni Muhallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Konodass Gilgit,Munciple Area,Munciple Area,Gilgit,Gilgit
Haji Abad Konodass,Munciple Area,Munciple Area,Gilgit,Gilgit
Astori Colony Konodass,Munciple Area,Munciple Area,Gilgit,Gilgit
Old PIA link Road Gilgit,Munciple Area,Munciple Area,Gilgit,Gilgit
Gul Sher Colony Konodass,Munciple Area,Munciple Area,Gilgit,Gilgit
Aga Muhallah Amphary,Munciple Area,Munciple Area,Gilgit,Gilgit
Bairi Muhallah Majeeni Mohallah,Munciple Area,Munciple Area,Gilgit,Gilgit
Dak Pura Sabzi Mandi,Munciple Area,Munciple Area,Gilgit,Gilgit
Dakot Colony Zulfiqar Abad Gilgit,Munciple Area,Munciple Area,Gilgit,Gilgit
Hali Chowk Jutial Gilgit,Munciple Area,Munciple Area,Gilgit,Gilgit
Bishot Khomer,Munciple Area,Munciple Area,Gilgit,Gilgit
Snow Leapoard Market,Munciple Area,Munciple Area,Gilgit,Gilgit
siddiqa muhallah kashrote,Munciple Area,Munciple Area,Gilgit,Gilgit
King Colony KIU Road Gilgit,Munciple Area,Munciple Area,Gilgit,Gilgit
Babe Gilgit,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Sakwar Jagot colony,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Sakwar Green khari,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Sakwar Isb colony,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Kot Muhallah Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Alasar colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Ali Abad colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Akhrote colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Mehdi colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Hussainabad colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Abo talib colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Nad ali colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Abbas colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Qureshi colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Yaseen colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
New Nagir colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Boria Muhalah Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Daimer colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Astore colony Sak,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Sakwar,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Sakwar Center Muhallah,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Minawer Kay Kot Muhallah,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Police Officer Colony Sakwar,Sakwar,Sakwar / Minwar,Gilgit,Gilgit
Fotomal Minwar,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Khaiya Minwar,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Tagir colony Minwar,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Amkote Minwar,Minawar,Sakwar / Minwar,Gilgit,Gilgit
K kote Minwar,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Fitimish Minwar,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Fotna Minawar,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Numbardar town,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Par dass,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Boria Minawar,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Kher dass Minawar,Minawar,Sakwar / Minwar,Gilgit,Gilgit
Center Minawer,Minawar,Sakwar / Minwar,Gilgit,Gilgit
kashmeri muhallah,Pari,Pari,Juglote,Gilgit
DMR colony parri,Pari,Pari,Juglote,Gilgit
Astore colony parri ,Pari,Pari,Juglote,Gilgit
Dass muhallah parri,Pari,Pari,Juglote,Gilgit
Majini muhallah parri,Pari,Pari,Juglote,Gilgit
Shatote muhallah parri,Pari,Pari,Juglote,Gilgit
Iqbal shahid muhallah parri,Pari,Pari,Juglote,Gilgit
koihistan muhallah parri,Pari,Pari,Juglote,Gilgit
Ghulam dastager muhallah parri,Pari,Pari,Juglote,Gilgit
Bilal muhallah parri,Pari,Pari,Juglote,Gilgit
Kashgar colony parri,Pari,Pari,Juglote,Gilgit
Gutum muhallah parri,Pari,Pari,Juglote,Gilgit
Dar muhallah parri,Pari,Pari,Juglote,Gilgit
Soniwar muhallah parri,Pari,Pari,Juglote,Gilgit
Sonikoat muhallah parri,Pari,Pari,Juglote,Gilgit
Sabili muhallah parri,Pari,Pari,Juglote,Gilgit
Akbar amin muhallah parri,Pari,Pari,Juglote,Gilgit
New parri ,Pari,Pari,Juglote,Gilgit
Mutalib muhallah parri,Pari,Pari,Juglote,Gilgit
Syed abad chamogarh,Chamogarh,Pari,Juglote,Gilgit
Patan muhallah chamugarh,Chamogarh,Pari,Juglote,Gilgit
Bag Mohallah,Chamogarh,Pari,Juglote,Gilgit
wazray het chamugarh,Chamogarh,Pari,Juglote,Gilgit
Zero point chamugarh,Chamogarh,Pari,Juglote,Gilgit
Kondas chamugarh,Chamogarh,Pari,Juglote,Gilgit
Shino dass chamugarh,Chamogarh,Pari,Juglote,Gilgit
Soniwal muhallah juglote,Darote,Juglote,Juglote,Gilgit
Shamilat muhallah jug,Darote,Juglote,Juglote,Gilgit
Shukri Het jug,Darote,Juglote,Juglote,Gilgit
